station_id,datetime,value
22,2023-08-19 14:45:10.659000,-0.7
22,2023-08-19 14:45:12.189000,-0.7
22,2023-08-19 15:00:11.994000,-0.7
22,2023-08-19 15:00:12.385000,-0.7
22,2023-08-19 15:15:10.295000,-0.7
22,2023-08-19 15:15:10.830000,-0.7
22,2023-08-19 15:30:15.385000,-0.7
22,2023-08-19 15:45:11.016000,-0.7
22,2023-08-19 15:45:11.383000,-0.7
22,2023-08-19 16:30:10.779000,-0.7
22,2023-08-19 16:30:12.365000,-0.7
22,2023-08-19 16:45:10.055000,-0.7
22,2023-08-19 16:45:12.196000,-0.7
22,2023-08-19 17:00:21.764000,-0.7
22,2023-08-19 17:00:24.117000,-0.7
22,2023-08-19 17:30:10.570000,-0.7
22,2023-08-19 17:30:10.628000,-0.7
22,2023-08-19 17:45:10.467000,-0.7
22,2023-08-19 17:45:10.952000,-0.7
22,2023-08-19 18:30:16.228000,-0.69
22,2023-08-19 18:31:16.126000,-0.69
22,2023-08-19 19:00:11.919000,-0.7
22,2023-08-19 19:00:13.530000,-0.7
22,2023-08-19 19:15:10.815000,-0.7
22,2023-08-19 19:15:18.293000,-0.7
22,2023-08-19 19:45:15.494000,-0.7
22,2023-08-19 19:45:16.297000,-0.7
22,2023-08-19 20:00:11.107000,-0.7
22,2023-08-19 20:00:12.547000,-0.7
22,2023-08-19 20:45:10.420000,-0.7
22,2023-08-19 20:45:10.860000,-0.7
22,2023-08-19 21:15:10.308000,-0.7
22,2023-08-19 21:15:10.350000,-0.7
22,2023-08-19 21:30:11.526000,-0.7
22,2023-08-19 21:30:12.155000,-0.7
22,2023-08-21 10:45:10.671000,-0.7
22,2023-08-21 10:45:12.288000,-0.7
22,2023-08-21 11:30:15.391000,-0.7
22,2023-08-21 11:30:22.010000,-0.7
22,2023-08-21 11:45:12.271000,-0.7
22,2023-08-21 11:45:30.398000,-0.7
22,2023-08-21 12:00:12.096000,-0.7
22,2023-08-21 12:00:12.661000,-0.7
22,2023-08-21 13:15:10.179000,-0.7
